algorithm,keygen_time_ms,sign_time_ms,verify_time_ms,signature_size,public_key_size,secret_key_size,file_size_mb,iterations
Dilithium2,1.563932999943063,0.3021249999619613,0.08556900002076873,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,0.4442489998837118,0.08782399982010247,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,0.17862000004242873,0.07647899974472239,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,0.4761239997606026,0.08634100004201173,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,0.4218559997752891,0.5067880001661251,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,0.677057999837416,0.08783700013736961,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,0.40259300021716626,0.07818599988240749,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,1.0826940001607,0.08315300010508508,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,0.3380120001565956,0.07503599999836297,2420,1312,2528,0.07355022430419922,10
Dilithium2,1.563932999943063,0.16749399992477265,0.07401599987133523,2420,1312,2528,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.2752460000010615,0.1187949997074611,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.520378000146593,0.12295600026845932,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,1.1944540001422865,0.12959700006831554,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.2553590002207784,0.11572999983400223,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.5188200002521626,0.12994100006835652,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.7610859997839725,0.1195009999719332,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.3087019999838958,0.1138340003308258,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.35472399986247183,0.11609100010900875,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.5770709999524115,0.11774199992942158,3293,1952,4000,0.07355022430419922,10
Dilithium3,0.20457299979170784,0.24108599973260425,0.9950349999598984,3293,1952,4000,0.07355022430419922,10
Dilithium5,0.2474630000506295,2.0492290000220237,0.23914499979582615,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.41236199967897846,0.19406899991736282,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.5646949998663331,0.19190000011803932,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.8273489997918659,0.19452200012892717,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.4808390003745444,0.3419390000090061,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.5718800002796343,0.28057300005457364,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.5691999999726249,0.1914700001179881,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.29384400022536283,0.20721600003525964,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.9813570000005711,0.19378999968466815,4595,2592,4864,0.07355022430419922,10
Dilithium5,0.2474630000506295,0.7624960003340675,0.19278899981145514,4595,2592,4864,0.07355022430419922,10
Falcon-512,10.309663000043656,5.148705999999947,0.09855799999058945,654,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,4.120306000004348,0.10333000000173342,658,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,3.5265569999864965,0.08918999992602039,653,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,4.230602000006911,0.1043019997268857,656,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,10.159999999814318,0.1229919998877449,657,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,3.289669999958278,0.06349699970087386,655,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,3.468390999842086,0.06224199978532852,656,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,3.6743750001733133,0.04625199971997063,655,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,3.702541000166093,0.04654199983633589,657,897,1281,0.07355022430419922,10
Falcon-512,10.309663000043656,3.2482000001436973,0.0997980000647658,659,897,1281,0.07355022430419922,10
Falcon-1024,28.45189300023776,11.721186000158923,0.1357739997729368,1270,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,8.3237779999763,0.14380999982677167,1275,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,8.100907999960327,0.292442000045412,1273,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,8.302234999973734,0.11322499995003454,1277,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,7.378127000265522,0.12071999981344561,1268,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,10.501632000341488,0.22632899981545052,1264,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,9.323275000042486,0.16534599990336574,1266,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,8.21233500028029,0.127777000216156,1272,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,9.213132999775553,0.552449000224442,1268,1793,2305,0.07355022430419922,10
Falcon-1024,28.45189300023776,8.776140000009036,0.09148700019068201,1273,1793,2305,0.07355022430419922,10
